objname,RAJ2000,DECJ2000,z_phot_DE,z_spec_DE,z_spec_SRC,r_mag_DE,g_mag_SRC,catalogue,catalogue_objname,catalogue_objid,duplicated,duplicated_objname,,,link to AGEL Measured Redshifts,link to Spectral Observations Tally,z_spec_SRC_Spectral_Observations_Tally,link to SDSS Spectra,z_spec from SDSS (deflector),Photometry Observations Tally,Proposal_ID (from Photometry Observations Tally),AGEL Measured Redshifts,Start date,End date,2d/1d spectra,Last Modified By,Last Modified
AGEL025140-003336A,42.9152,-0.56,,0.585,,20.1,,Huang+2020,DESI-042.9152-00.5600,0,,,,,,,,AGEL025140-003336A,0.5845912,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL023332-032801A,38.3831,-3.467,,0.549,,22.04,,Huang+2021,DESI-038.3831-03.4670,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:46pm
AGEL085636+235151A,134.1503,23.8641,,0.468,,19.09,,Huang+2021,DESI-134.1503+23.8641,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:09pm
AGEL122102+215324A,185.2581,21.89,,0.574,,18.76,,Huang+2021,DESI-185.2581+21.8900,0,,,,,,,,AGEL122102+215324A,0.5848822,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL024544-083857A,41.4318,-8.6492,,0.726,,20.05,,Huang+2020,DESI-041.4318-08.6492,0,,,,,,,,AGEL024544-083857A,0.7260946,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL093742+312757A,144.4242,31.4659,,0.597,,17.56,,Huang+2020,DESI-144.4242+31.4659,0,,,,,,,,AGEL093742+312757A,0.5969567,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL013556-204528A,23.984,-20.7577,,0.338,,18.79,,Huang+2021,DESI-023.9840-20.7577,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:35pm
AGEL150434+280155A,226.1397,28.032,,0.482,,19.41,,Huang+2021,DESI-226.1397+28.0320,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:25pm
AGEL160523+130617A,241.346,13.1047,,0.397,,20.25,,Canameras2020,PS1J1605+1306,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:27pm
AGEL020302-063609A,30.76,-6.6024,,0.494,,19.44,,Huang+2021,DESI-030.7600-06.6024,0,,,,,,,,AGEL020302-063609A,0.4998603,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL215458+162051A,328.7427,16.3475,,0.511,,20.81,,Huang+2021,DESI-328.7427+16.3475,0,,,,,,,,AGEL215458+162051A,0.4716671,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL155923+314712A,239.846,31.7867,,0.149,,18.74,,Canameras2020,PS1J1559+3147,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:27pm
AGEL081003+334646A,122.5113,33.7794,,0.314,,19.92,,Huang+2021,DESI-122.5113+33.7794,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:07pm
AGEL024605-060739A,41.5205,-6.1275,0.97,,,21.99,,Huang+2020,DESI-041.5205-06.1275,0,,,,,,AGEL024605-060739A,2.7,,,,,,,,,Tania Barone,3/2/2022 12:32pm
AGEL005611+000734A,14.0464,0.126,,0.456,,21.17,,Huang+2021,DESI-014.0464+00.1260,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:30pm
AGEL104228+325611A,160.6171,32.9365,,0.534,,18.23,,Huang+2021,DESI-160.6171+32.9365,0,,,,,,,,AGEL104228+325611A,0.5234355,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL180159+481909A,270.4979,48.3192,,0.402,,17.87,,Huang+2021,DESI-270.4979+48.3192,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:28pm
AGEL010237-000547A,15.6531,-0.0963,,0.368,,19.11,,Huang+2020,DESI-015.6531-00.0963,0,,,,,,,,AGEL010237-000547A,0.3674198,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL163726+313955A,249.3569,31.6652,,0.438,,20.68,,Huang+2021,DESI-249.3569+31.6652,0,,,,,,,,AGEL163726+313955A,0.4509231,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL220753-003939A,331.9712,-0.6607,,0.537,,20.25,,Huang+2021,DESI-331.9712-00.6607,0,,,,,,,,AGEL220753-003939A,0.5816326,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL152232-004503A,230.6319,-0.7509,,0.503,,18.96,,Huang+2021,DESI-230.6319-00.7509,0,,,,,,,,AGEL152232-004503A,0.4976442,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL004015-064543A,10.0606,-6.762,,0.615,,19.69,,Huang+2021,DESI-010.0606-06.7620,0,,,,,,,,AGEL004015-064543A,0.469122,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL154613+350449A,236.5553,35.0802,,0.543,,18.79,,Huang+2021,DESI-236.5553+35.0802,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:26pm
AGEL223933-042918A,339.888,-4.4883,,0.532,,19.32,,Huang+2021,DESI-339.8880-04.4883,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:35pm
AGEL022308-052758A,35.7821,-5.4661,,0.496,,20.37,,Huang+2020,DESI-035.7821-05.4661,0,,,,,,,,AGEL022308-052758A,0.4962704,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL215844+025730A,329.682,2.9584,,0.289,,17.59,,Huang+2021,DESI-329.6820+02.9584,0,CASSOWARY,CSWA163,,,AGEL215844+025730A,AGEL215844+025730A,2.081,AGEL215844+025730A,0.2865436,AGEL215844+025730A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL012119-002027A,20.33,-0.3409,,0.635,,20.49,,Huang+2021,DESI-020.3300-00.3409,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:33pm
AGEL181731+421842A,274.3781,42.3118,,0.579,,20.1,,Huang+2021,DESI-274.3781+42.3118,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:29pm
AGEL122537-072508A,186.4028,-7.4188,,0.369,,19.44,,Huang+2021,DESI-186.4028-07.4188,0,,,,,,,,,,AGEL122537-072508A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL105023+200530A,162.5961,20.0916,,0.495,,19.01,,Huang+2021,DESI-162.5961+20.0916,0,,,,,,,,AGEL105023+200530A,0.5822201,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL025322-050916A,43.3406,-5.1544,,0.583,,20.72,,Huang+2021,DESI-043.3406-05.1544,0,,,,,,,,AGEL025322-050916A,0.7454175,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL012124+000955A,20.3517,0.1654,,0.769,,19.92,,Huang+2020,DESI-020.3517+00.1654,0,,,,,,,,AGEL012124+000955A,0.7690415,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL013639+000818A,24.1631,0.13836,0.39,,,18.45,20.72,Jacobs+2019_DES,DESJ0136+0008,232681341,"Jacobs+2019_DECaLS,Huang+2020","DCLS0136+0008,DESI-024.1631+00.1384",,,AGEL013639+000818A,AGEL013639+000818A,2.629,AGEL013639+000818A,0.344125,AGEL013639+000818A,HUANG_15867_HST,,,,Screenshot from 2022-05-10 19-29-34.png (https://dl.airtable.com/.attachments/f6ffd00cdca9435c39efaf6799dbf625/b898835f/Screenshotfrom2022-05-1019-29-34.png),Tania Barone,4/2/2022 3:18pm
AGEL115402+140512A,178.5091,14.0868,,0.741,,20.83,,Huang+2021,DESI-178.5091+14.0868,0,,,,,,,,AGEL115402+140512A,0.6565483,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL024710-082521A,41.7915,-8.4225,,0.522,,19.5,,Huang+2020,DESI-041.7915-08.4225,0,,,,,,,,AGEL024710-082521A,0.5222083,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL130156+111048A,195.4842,11.1801,,0.607,,20.55,,Huang+2021,DESI-195.4842+11.1801,0,,,,,,,,AGEL130156+111048A,0.6695713,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL143636+210843A,219.1501,21.1453,,0.602,,19.93,,Huang+2021,DESI-219.1501+21.1453,0,,,,,,,,AGEL143636+210843A,0.7220055,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL152509+422753A,231.2874,42.4646,,0.297,,23.03,,Huang+2021,DESI-231.2874+42.4646,0,,,,,AGEL152509+422753A,AGEL152509+422753A,2.26,,,AGEL152509+422753A,HUANG_15867_HST,,,,,Tania Barone,4/2/2022 3:18pm
AGEL221806+205142A,334.5268,20.8617,,0.198,,17.23,,Huang+2021,DESI-334.5268+20.8617,0,,,,,,,,AGEL221806+205142A,0.2759977,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL114042-004336A,175.1752,-0.7266,,0.616,,20.45,,Huang+2021,DESI-175.1752-00.7266,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL121224-013304A,183.099,-1.551,,0.403,,19.53,,Huang+2021,DESI-183.0990-01.5510,0,,,,,,,,AGEL121224-013304A,0.4035898,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL150216+150958A,225.5679,15.1661,,0.552,,21.36,,Huang+2021,DESI-225.5679+15.1661,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:25pm
AGEL100137+023316A,150.4045,2.5544,,0.248,,18.11,,Huang+2020,DESI-150.4045+02.5544,0,,,,,,,,AGEL100137+023316A,0.2476662,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL074122+372920A,115.3417,37.4889,,0.603,,20.29,,Huang+2021,DESI-115.3417+37.4889,0,,,,,,,,AGEL074122+372920A,0.6031584,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL012900+000709A,22.2506,0.1193,,0.329,,18.87,,Huang+2021,DESI-022.2506+00.1193,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:34pm
AGEL094453+401759A,146.2199,40.2997,,0.46,,19.53,,Huang+2021,DESI-146.2199+40.2997,0,,,,,,,,AGEL094453+401759A,0.5245283,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL224400+124540A,341.0011348,12.76099848,,,,20.16,21.27,Jacobs+2019_DECaLS,DCLS2244+1245,6803628,,,,,,AGEL224400+124540A,n/a,,,,,,,,,Tania Barone,13/1/2022 5:29pm
AGEL030020+042537A,45.0813,4.427,,0.304,,18.12,,Huang+2021,DESI-045.0813+04.4270,0,,,,,,,,AGEL030020+042537A,0.3108072,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL012128+214404A,20.366,21.7344,,0.637,,18.6,,Huang+2021,DESI-020.3660+21.7344,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:33pm
AGEL105602+224949A,164.0099,22.8302,,0.6,,21.18,,Huang+2021,DESI-164.0099+22.8302,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:14pm
AGEL000137-040040A,0.4022,-4.0111,,0.724,,20.51,,Huang+2021,DESI-000.4022-04.0111,0,,,,,,,,AGEL000137-040040A,0.7693254,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL103519-003403A,158.8311,-0.5674,,0.316,,17.85,,Huang+2020,DESI-158.8311-00.5674,0,,,,,,,,AGEL103519-003403A,0.3156732,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL130527+264507A,196.3635,26.752,,0.361,,17.99,,Huang+2021,DESI-196.3635+26.7520,0,,,,,,,,AGEL130527+264507A,0.3321198,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL220036+234013A,330.1481,23.6703,,0.663,,20.27,,Huang+2021,DESI-330.1481+23.6703,0,,,,,,,,AGEL220036+234013A,0.7675463,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL010606-310439A,16.5259,-31.0774,,0.26,,19.46,,Huang+2021,DESI-016.5259-31.0774,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:32pm
AGEL102102+535329A,155.2571,53.8914,,0.602,,19.97,,Huang+2021,DESI-155.2571+53.8914,0,,,,,,,,AGEL102102+535329A,0.5713351,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL073710+191436A,114.292,19.2433,,0.353,,20.25,,Canameras2020,PS1J0737+1914,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:06pm
AGEL094328-015453A,145.8652163,-1.91481863,,,,18.65,20.45,Jacobs+2019_DECaLS,DCLS0943-0154,11074045,,,,,,AGEL094328-015453A,2.124,AGEL094328-015453A,0.4501361,,,,,,,Nandini Sahu,20/1/2023 11:41am
AGEL074228+163614A,115.6174,16.6039,,0.255,,21.13,,Huang+2021,DESI-115.6174+16.6039,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:06pm
AGEL022253-035727A,35.7202,-3.9575,,0.837,,21.5,,Huang+2020,DESI-035.7202-03.9575,0,,,,,,,,AGEL022253-035727A,0.8367034,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL211005-563931A,317.52247,-56.65849,0.59,,,20,21.49,Jacobs+2019_DES,DESJ2110-5639,185701755,Diehl+2017,J2110-5639,,,,AGEL211005-563931A,1.182,,,AGEL211005-563931A,GLAZEBROOK_16773_HST,,,,"DESJ2110-5639_lens.png (https://dl.airtable.com/.attachments/501050ec606a45ce852a08d81cf329b2/f00c51c8/DESJ2110-5639_lens.png),DESJ2110-5639_OIII5006_4959_Hbeta.png (https://dl.airtable.com/.attachments/8b81d961929ee4017f0022fae780d38a/62878af4/DESJ2110-5639_OIII5006_4959_Hbeta.png)",Tania Barone,10/6/2022 12:24am
AGEL132304+034319A,200.7671833,3.72206752,,,,17.2,19.01,Jacobs+2019_DECaLS,DCLS1323+0343,18109739,,,,,AGEL132304+034319A,AGEL132304+034319A,1.016,AGEL132304+034319A,0.352558,AGEL132304+034319A,GLAZEBROOK_16773_HST,,,,,Tania Barone,10/6/2022 12:25am
AGEL015408-080600A,28.532,-8.1,,0.335,,17.85,,Huang+2021,DESI-028.5320-08.1000,0,,,,,,,,AGEL015408-080600A,0.3453479,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL090728+423301A,136.8675,42.5504,,0.241,,18.57,,Huang+2021,DESI-136.8675+42.5504,0,,,,,,,,AGEL090728+423301A,0.4950194,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL124234+085534A,190.642,8.92611,,0.465,,20.62,,Canameras2020,PS1J1242+0855,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:19pm
AGEL155837+242904A,239.654,24.4844,,0.427,,20.8,,Canameras2020,PS1J1558+2429,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:27pm
AGEL224720+180121A,341.833,18.0226,,0.3,,18.04,,Huang+2021,DESI-341.8330+18.0226,0,Canameras2020,PS1J2247+1801,,,,,,AGEL224720+180121A,0.3427367,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL025604+001952A,44.0165,0.3311,,0.646,,20.34,,Huang+2021,DESI-044.0165+00.3311,0,,,,,,,,AGEL025604+001952A,0.6729866,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL104000+563119A,160.0017,56.5219,,0.236,,19.5,,Huang+2021,DESI-160.0017+56.5219,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:13pm
AGEL110502+550309A,166.258,55.0525,,0.463,,20.7,,Canameras2020,PS1J1105+5503,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:15pm
AGEL114743+260952A,176.9311,26.1644,,0.613,,19.96,,Huang+2021,DESI-176.9311+26.1644,0,Canameras2020,PS1J1147+2609,,,,,,AGEL114743+260952A,0.5486383,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL160729+055347A,241.8696,5.8963,,0.591,,19.71,,Huang+2021,DESI-241.8696+05.8963,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:27pm
AGEL094838-023335A,147.1576,-2.5598,,0.651,,20.14,,Huang+2021,DESI-147.1576-02.5598,0,,,,,,,,AGEL094838-023335A,0.6110566,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL131248+082337A,198.2,8.39361,,0.21,,18.98,,Canameras2020,PS1J1312+0823,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:20pm
AGEL000316-334804A,0.818255,-33.8012,0.68,,,20.9,22.33,Jacobs+2019_DES,DESJ0003-3348,139823797,,,,,,AGEL000316-334804A,1.8342,,,AGEL000316-334804A,"M/2018B/09,GLAZEBROOK_16773_HST",,,,"DESJ0003-3348_lens.png (https://dl.airtable.com/.attachments/e57dd81df320919970a36a3c918aa242/dc8c4c3b/DESJ0003-3348_lens.png),DESJ0003-3348_OIII5006_4959_Hbeta.png (https://dl.airtable.com/.attachments/d01cdc9c6a6b7360e9419743aa2c8f91/f18440a8/DESJ0003-3348_OIII5006_4959_Hbeta.png)",Tania Barone,4/2/2022 3:18pm
AGEL135847+545913A,209.6958,54.987,0.55,0.51,,,,Gavazzi2014_SL2S,135847+545913,0,,,,,,,,AGEL135847+545913A,0.5091404,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL110653+073724A,166.7196,7.6232,,0.299,,21.96,,Huang+2021,DESI-166.7196+07.6232,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:15pm
AGEL033831-054015A,54.6271,-5.6708,,0.615,,19.81,,Huang+2021,DESI-054.6271-05.6708,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:53pm
AGEL021207+001450A,33.0297,0.2472,,0.214,,18.44,,Huang+2021,DESI-033.0297+00.2472,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:41pm
AGEL082233-002754A,125.6392,-0.465,,0.525,,19.2,,Huang+2020,DESI-125.6392-00.4650,0,,,,,,,,AGEL082233-002754A,0.5252675,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL022420-315614A,36.0843,-31.9371,,0.293,,20.44,,Huang+2021,DESI-036.0843-31.9371,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:43pm
AGEL042219-265705A,65.5808,-26.9514,,0.289,,19.43,,Huang+2021,DESI-065.5808-26.9514,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:57pm
AGEL015248+031545A,28.1997,3.2624,,0.349,,18.77,,Huang+2021,DESI-028.1997+03.2624,0,,,,,,,,AGEL015248+031545A,0.4303919,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL085735+213021A,134.3978,21.5059,,0.261,,17.86,,Huang+2021,DESI-134.3978+21.5059,0,,,,,,,,AGEL085735+213021A,0.3006279,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL023434-144822A,38.6407,-14.806,,0.587,,21.13,,Huang+2021,DESI-038.6407-14.8060,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:46pm
AGEL044020-062022A,70.0841,-6.3394,,0.16,,17.38,,Huang+2021,DESI-070.0841-06.3394,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:58pm
AGEL010210-001906A,15.543,-0.3184,,0.638,,20.1,,Huang+2020,DESI-015.5430-00.3184,0,,,,,,,,AGEL010210-001906A,0.6375762,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL133600-033130A,204.0002,-3.525,,0.176,,18.3,,Huang+2020,DESI-204.0002-03.5250,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:20pm
AGEL015153-144825A,27.9723,-14.8069,1,,,20.51,,Huang+2020,DESI-027.9723-14.8069,0,,,,,,AGEL015153-144825A,2.26,,,,,,,,,Tania Barone,3/2/2022 12:15pm
AGEL014556+040229A,26.48478,4.04139,0.66,,,22.52,22.13,Jacobs+2019_DES,DESJ0145+0402,266307302,"Jacobs+2019_DECaLS,Huang+2020","DCLS0145+0402,DESI-026.4848+04.0413",,,AGEL014556+040229A,AGEL014556+040229A,2.36,,,,,,,,Screenshot from 2022-05-10 19-41-45.png (https://dl.airtable.com/.attachments/7122ba6b43d49c9cc3e507ae011e55cc/aa39cc8d/Screenshotfrom2022-05-1019-41-45.png),Tania Barone,13/1/2022 5:29pm
AGEL144554+364949A,221.475,36.8303,,0.355,,19.52,,Canameras2020,PS1J1445+3649,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:24pm
AGEL140156+554447A,210.4849,55.7463,0.5,0.464,,,,Gavazzi2014_SL2S,140156+554446,0,,,,,,,,AGEL140156+554447A,0.4651843,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL170658+255331A,256.7414,25.8919,,0.595,,21.17,,Huang+2021,DESI-256.7414+25.8919,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:28pm
AGEL035530-363351A,58.8732,-36.5641,,0.615,,16.83,,Huang+2021,DESI-058.8732-36.5641,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:54pm
AGEL131249+303832A,198.2028,30.6423,,0.504,,19.84,,Huang+2021,DESI-198.2028+30.6423,0,,,,,,,,AGEL131249+303832A,0.586032,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL031545-295751A,48.9389,-29.9643,,0.343,,19.47,,Huang+2021,DESI-048.9389-29.9643,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:50pm
AGEL233344-032743A,353.4326,-3.4619,,0.675,,20.72,,Huang+2021,DESI-353.4326-03.4619,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:39pm
AGEL143937+072101A,219.904,7.3502,,0.561,,19.11,,Huang+2021,DESI-219.9040+07.3502,0,Canameras2020,PS1J1439+0721,,,,,,AGEL143937+072101A,0.4795327,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL155438+460922A,238.6575,46.156,,0.73,,20.49,,Huang+2021,DESI-238.6575+46.1560,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:26pm
AGEL220733+031312A,331.8869,3.2199,0.83,0.663,,,,Gavazzi2014_SL2S,220732+031311,0,,,,,,,,AGEL220733+031312A,0.6630433,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL094611+135542A,146.5442,13.9284,,0.504,,20.3,,Huang+2021,DESI-146.5442+13.9284,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:11pm
AGEL043806-322852A,69.52573,-32.48116,0.4,,,18.87,20.69,Jacobs+2019_DES,DESJ0438-3228,490038071,,,,,,AGEL043806-322852A,0.88,,,AGEL043806-322852A,GLAZEBROOK_16773_HST,,,,"DESJ0438-3228_lens_UVB.png (https://dl.airtable.com/.attachments/8f6d0f2aea34457a04077f535ae482fe/f0b11313/DESJ0438-3228_lens_UVB.png),DESJ0438-3228_lens_VIS.png (https://dl.airtable.com/.attachments/9aa0fca8865481aa0b60a599ec1ec0a7/41755f94/DESJ0438-3228_lens_VIS.png)",Nandini Sahu,14/10/2022 1:06pm
AGEL015009-030438A,27.537943,-3.077297,0.68,,,23.12,22.12,Jacobs+2019_DES,DESJ0150-0304,253888373,Jacobs+2019_DECaLS,DCLS0150-0304,,,AGEL015009-030438A,AGEL015009-030438A,1.39,,,AGEL015009-030438A,M/2018B/09,,,,,Tania Barone,4/2/2022 3:18pm
AGEL144115+042551A,220.3113,4.4308,,0.329,,21.46,,Huang+2021,DESI-220.3113+04.4308,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:24pm
AGEL090423+450424A,136.0956,45.0733,,0.297,,17.69,,Huang+2021,DESI-136.0956+45.0733,0,,,,,,,,AGEL090423+450424A,0.3171353,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL010920-072342A,17.3346,-7.3951,,0.531,,21.02,,Huang+2021,DESI-017.3346-07.3951,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:32pm
AGEL014310+073008A,25.791,7.5022,,0.557,,19.45,,Huang+2021,DESI-025.7910+07.5022,0,,,,,,,,AGEL014310+073008A,0.5578583,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL221102+003402A,332.7582,0.5671,0.9,0.676,,,,Gavazzi2014_SL2S,221101+003401,0,,,,,,,,AGEL221102+003402A,0.676302,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL015151-100552A,27.9613,-10.0977,,0.523,,20.36,,Huang+2021,DESI-027.9613-10.0977,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:37pm
AGEL114040+141931A,175.1662,14.3254,,0.371,,18.97,,Huang+2021,DESI-175.1662+14.3254,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL141831+251053A,214.6278,25.1814,,0.291,,16.23,,Huang+2020,DESI-214.6278+25.1814,0,,,,,,,,AGEL141831+251053A,0.2908981,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL040642-231914A,61.677,-23.3205,,0.598,,20.11,,Huang+2021,DESI-061.6770-23.3205,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:56pm
AGEL020027-083842A,30.1108,-8.6449,,0.397,,19.82,,Huang+2021,DESI-030.1108-08.6449,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:38pm
AGEL033851-140821A,54.7129,-14.1391,,0.673,,22.36,,Huang+2021,DESI-054.7129-14.1391,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:53pm
AGEL224905+194813A,342.2726,19.8035,,0.489,,21.49,,Huang+2021,DESI-342.2726+19.8035,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:36pm
AGEL221552+043503A,333.9656,4.5843,,0.586,,20.47,,Huang+2021,DESI-333.9656+04.5843,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:34pm
AGEL000818-062234A,2.0769,-6.376,,0.589,,20.64,,Huang+2021,DESI-002.0769-06.3760,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:25pm
AGEL012429-212744A,21.122,-21.4623,,0.502,,20.53,,Huang+2021,DESI-021.1220-21.4623,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 5:34pm
AGEL095240+343446A,148.1676,34.5795,,0.349,2.19,18.82,,Huang+2021,DESI-148.1676+34.5795,0,CASSOWARY,CSWA-40,,,,,,AGEL095240+343446A,0.3597922,,,,,,,Nandini Sahu,6/2/2023 3:40pm
AGEL101847-012132A,154.6972,-1.359,,0.388,,18.72,20.53,Jacobs+2019_DECaLS,DCLS1018-0121,12392430,Huang+2020,DESI-154.6972-01.3590,,,AGEL101847-012132A,AGEL101847-012132A,1.43,AGEL101847-012132A,0.3883785,AGEL101847-012132A,HUANG_15867_HST,,,,"Screenshot from 2022-05-10 20-59-01.png (https://dl.airtable.com/.attachments/1bbf4ce0b5f4befce7e7ac3fd94ec914/d1ec5328/Screenshotfrom2022-05-1020-59-01.png),Screenshot from 2022-05-10 20-59-55.png (https://dl.airtable.com/.attachments/2f7957f1a3bb49fd9db2774637573f39/0d248a67/Screenshotfrom2022-05-1020-59-55.png)",Tania Barone,6/5/2022 11:29am
AGEL221456+012932A,333.7316,1.4923,0.77,0.591,,,,Gavazzi2014_SL2S,221455+012932,0,,,,,,,,AGEL221456+012932A,0.5911168,,,,,,,Tania Barone,25/1/2022 6:39pm
AGEL113428+171229A,173.617,17.2081,,0.375,,20.06,,Canameras2020,PS1J1134+1712,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:16pm
AGEL203514+004654A,308.8072,0.7818,,0.393,,20.89,,Huang+2021,DESI-308.8072+00.7818,0,,,,,,,,,,,,,,,,Tania Barone,29/10/2021 6:30pm
AGEL001424+004145A,3.601159,0.695961,0.59,,,21.01,22.79,Jacobs+2019_DES,DESJ0014+0041,179696961,Jacobs+2019_DECaLS,DCLS0014+0041,,,AGEL001424+004145A,    AGEL001424+004145A,1.3682,AGEL001424+004145A,0.570442,,,,,,,Tania Barone,25/1/2022 6:39pm
